,feature,label
482,[0.22105263 1.07723552 0.37320857 4.87320833],0
483,[0.29126214 1.07205054 0.52189182 3.68070684],0
484,[0.29392385 1.05132756 0.60397561 3.57687056],1
485,[0.31574906 1.07029272 0.59531352 3.3896941 ],1
486,[0.22936217 0.9297568  0.39414227 4.05366244],1
487,[0.2526197  1.02586951 0.41596363 4.0609245 ],1
488,[0.23144973 1.10107784 0.36608129 4.75730874],1
489,[0.28833936 1.01751661 0.54500421 3.5288856 ],0
490,[0.26463191 0.93353749 0.434425   3.52768305],0
491,[0.27334711 1.00754755 0.42309295 3.68596373],0
492,[0.18623821 0.96521991 0.41676087 5.18271695],1
493,[0.11266644 0.94703869 0.96260586 8.40568543],0
494,[0.22068658 0.98172028 0.33202662 4.44848204],0
495,[0.21050113 1.4369857  0.42513321 6.82649882],1
496,[0.53795226 1.24254153 0.95128886 2.30976172],1
497,[0.14142135 0.68438009 0.07977148 4.83929811],1
498,[ 0.60355338 11.768602    0.89264684 19.49885842],1
499,[0.37729319 0.10599979 0.34790049 0.28094805],1
500,[0.25185295 0.88643181 0.54693801 3.51964035],1
501,[0.2066596  0.88651271 0.31004182 4.28972437],1
502,[1.51180157 0.81989161 0.01839525 0.54232753],1
503,[0.27183204 1.8075254  0.84822693 6.64941988],1
504,[0.2547143  0.79419285 0.65894102 3.11797515],1
505,[0.26205335 0.97587196 0.45916509 3.72394382],1
506,[0.29291435 0.16303384 0.41827772 0.55659219],1
507,[0.33033403 0.31513544 0.41694108 0.95399025],1
508,[1.73605963 0.75130965 0.14762572 0.43276719],1
509,[0.30008981 0.20811559 0.26195121 0.69351103],1
510,[0.17731933 0.80050587 0.28512193 4.51448742],1
511,[ 0.76364168 16.97056325  1.29159233 22.22320198],1
512,[0.25684936 0.85254278 0.57928592 3.31923269],1
513,[0.15971018 0.82574852 0.26900194 5.17029369],1
514,[0.40081885 3.70710156 0.54285275 9.2488205 ],1
515,[0.34875162 2.54950985 0.67473276 7.31038863],1
516,[0.40106089 0.40694341 0.54506974 1.01466738],1
517,[0.24277776 0.13137307 0.10910743 0.5411248 ],1
518,[0.43427686 0.14848574 0.50491873 0.34191492],1
519,[0.95191106 2.98715197 0.31528232 3.13805784],1
520,[0.18646156 1.04857343 0.45492859 5.62353675],1
521,[0.28807561 0.80685285 0.6364674  2.80083713],1
522,[0.29258341 1.1419624  0.67992027 3.903032  ],1
523,[0.69025535 0.16298005 0.98556837 0.2361156 ],1
524,[0.22737445 1.20779609 0.43878431 5.31192535],1
525,[0.27777778 1.17952482 0.5969214  4.24628937],1
526,[0.30473977 1.36282592 0.54771988 4.47209733],1
527,[0.31274782 0.91314812 0.52812343 2.91975856],0
528,[0.27063194 0.5558077  0.41399695 2.05374022],0
529,[0.28448747 1.20937743 0.52468132 4.25107446],0
530,[0.20321646 0.93556583 0.40019278 4.6037897 ],1
531,[0.31712639 0.65442183 0.40471277 2.0635994 ],0
532,[0.37739439 1.27060523 0.97109667 3.36678357],1
533,[0.24888893 1.21132021 0.55404969 4.86691075],0
534,[0.33703741 1.68713192 0.65877194 5.00577047],1
535,[0.21989771 1.20634131 0.63724173 5.48592031],1
536,[ 0.09677419  1.07116699  0.27241149 11.06872555],1
537,[0.18049706 0.8929424  0.2855     4.94712994],1
538,[0.29245943 0.98925982 0.67928083 3.38255407],1
539,[0.24049555 0.87489968 0.52065639 3.63790385],1
540,[0.19444444 0.72024472 0.4390429  3.70411571],1
541,[0.217795   0.89391105 0.37100218 4.10436911],1
542,[0.23529412 0.86108482 0.40932283 3.65961047],1
543,[0.23529412 1.0437354  0.36520697 4.43587544],1
544,[0.29166667 0.74810923 0.63491301 2.56494594],1
545,[0.20512821 0.90710916 0.43910243 4.42215713],1
546,[0.20919802 1.0429349  0.44118669 4.98539556],1
547,[0.33872906 1.08291559 0.48288405 3.1969964 ],0
548,[0.23533711 1.08068645 0.56102077 4.59207839],0
549,[0.2183908  0.97298303 0.36582347 4.45523807],0
550,[0.21723154 1.08291559 0.35536885 4.98507532],0
551,[0.21348315 1.         0.54133754 4.68421053],0
552,[0.32380514 1.         0.61087985 3.08827709],0
553,[0.30784    1.07513455 0.53399152 3.49251083],0
554,[0.33155031 0.94125603 0.629528   2.8389539 ],0
555,[0.27914236 1.05697774 0.48875047 3.78651856],0
556,[0.27607882 0.99203056 0.50384833 3.5932874 ],0
557,[0.30398688 1.07728405 0.52664756 3.5438505 ],0
558,[0.21612592 1.07405006 0.46370533 4.96955698],0
559,[0.32380514 1.04862848 0.4626149  3.2384553 ],0
560,[0.22887301 1.         0.55023828 4.36923516],0
561,[0.3146584  1.23589318 0.72756284 3.92772979],0
562,[0.33116649 1.26205723 0.61328368 3.81094489],0
563,[0.26785313 1.17650343 0.40901224 4.39234526],0
564,[0.27027027 1.14524989 0.55229325 4.23742458],0
565,[0.2118034  1.13192316 0.46470394 5.3442162 ],0
566,[0.31525768 1.12534081 0.51636209 3.56959049],0
567,[0.19254855 1.05744982 0.4699563  5.49186086],0
568,[0.29129989 1.15464377 0.55006708 3.96376314],0
569,[0.29129989 1.13192316 0.51052289 3.88576584],0
570,[0.3573969  1.14829617 0.68276961 3.21294388],0
571,[0.33588076 1.1386485  0.66309195 3.39003784],0
572,[0.44016269 1.05292078 0.81225054 2.39211727],0
573,[0.32142857 0.90815322 0.35176052 2.82536559],0
574,[0.37495732 0.89442723 0.82693604 2.38541081],1
575,[0.23076923 0.88836318 0.33648124 3.8495738 ],0
576,[0.16666667 1.         0.32905332 6.        ],1
577,[0.25587466 1.00826463 0.38475    3.94046308],0
578,[0.33385757 1.02458468 0.44187988 3.06892751],0
579,[0.3372936  0.97600522 0.59372407 2.89363694],1
580,[0.24913644 1.00192125 0.29972833 4.02157646],1
581,[0.45267875 1.         0.74735293 2.20907211],1
582,[0.29166667 0.89135884 0.74449566 3.05608747],1
583,[0.33218192 0.89197554 0.46478813 2.68520193],0
584,[0.29577086 0.89197554 0.49320463 3.01576543],0
585,[0.38509709 0.83788715 0.52015591 2.17578156],0
586,[0.23849492 1.33045222 0.49480556 5.57853484],1
587,[0.20662971 0.97234961 0.35747408 4.70575887],1
588,[0.21414639 0.98156355 0.45867106 4.58361004],0
589,[0.20401792 1.08375611 0.4263171  5.31206344],0
590,[0.2118034  1.02563388 0.46470392 4.84238639],1
591,[0.14754098 0.98786218 0.46822434 6.69551036],1
592,[0.20947576 0.96771056 0.43982115 4.61967811],0
593,[0.23533711 1.1295406  0.56309732 4.79967063],0
594,[0.20401792 1.00129559 0.45419611 4.90788067],0
595,[0.23424838 1.40167746 0.55853357 5.9837232 ],0
596,[0.34727349 1.16337796 0.64152299 3.35003392],0
597,[0.19900743 1.13896    0.4505955  5.7232033 ],1
598,[0.5        1.11803401 0.         2.23606801],1
599,[0.34509116 1.01288484 0.50562614 2.93512255],1
600,[0.2197643  0.84063533 0.33695527 3.82516784],1
601,[3.57142872e-02 9.30081664e-01 9.37426022e-03 2.60422855e+01],0
602,[0.75       0.7004042  0.42333909 0.93387226],1
603,[0.54926308 0.78004223 0.85312113 1.4201614 ],1
604,[ 0.08697683  1.57982253  0.60569416 18.16371621],1
605,[1.04173364 0.22540916 0.04854633 0.21637889],0
606,[1.59366441 0.85607095 1.4139398  0.53717141],1
607,[0.36095534 1.21034633 0.10124652 3.35317476],1
608,[0.44111344 1.39588278 0.21621367 3.16445308],0
609,[0.44502841 0.8003672  0.83506544 1.79846314],1
610,[0.15301096 0.79200237 0.35868983 5.17611529],1
611,[0.19769707 0.78889959 0.31016714 3.99044659],1
612,[0.85020915 0.39532332 0.27748231 0.46497185],1
613,[0.29004744 0.91024809 0.5060676  3.13827313],0
614,[0.2037037  1.         0.44536546 4.90909091],0
615,[0.21428571 0.86814361 0.56885766 4.05133683],0
616,[0.23118856 0.79145027 0.42228403 3.42339719],0
617,[0.26309015 0.84285661 0.40620167 3.20367982],0
618,[0.20410867 0.80228751 0.43586366 3.93068799],0
619,[0.24810403 0.87334596 0.39113063 3.52007977],0
620,[0.26695354 0.86273954 0.59589902 3.23179655],0
621,[0.21013709 1.10485932 0.6826448  5.25780256],1
622,[0.26631963 0.92602604 0.62205391 3.4771228 ],0
623,[0.21610062 0.87350308 0.34439405 4.04211286],0
624,[0.19419993 1.03567211 0.47413912 5.33302008],0
625,[0.29920389 0.98126988 0.544423   3.27960271],0
626,[0.19047619 0.89679978 0.46561883 4.70819884],0
627,[0.33918172 0.95986888 0.48351731 2.82995466],0
628,[0.30055231 0.84139305 0.5280693  2.79948952],0
629,[0.23420063 0.94645485 0.33085076 4.04121398],0
630,[0.33062722 0.94521154 0.46361918 2.85884365],0
631,[0.27188964 0.92584382 0.67417424 3.40521926],0
632,[0.23684211 0.85304474 0.35528079 3.60174445],0
633,[0.24393468 1.24727037 0.82780577 5.11313254],1
634,[0.55622108 4.04969136 1.05605898 7.28072248],1
635,[0.20539019 0.99285657 0.44721717 4.834002  ],0
636,[0.19431878 0.99885376 0.54567645 5.14028408],1
637,[0.23002546 1.         0.6826196  4.34734491],1
638,[0.20497103 0.97895906 0.43723758 4.77608503],1
639,[0.20947576 0.94220578 0.43982115 4.49792283],1
640,[ 0.47715087 10.          1.14650719 20.95773208],0
641,[0.25218001 0.65209501 0.54782859 2.58583143],1
642,[0.20401792 1.15891067 0.4263171  5.68043577],1
643,[0.19047619 1.17174201 0.45118007 6.15164557],0
644,[0.28694487 0.97518404 0.6841508  3.39850661],1
645,[0.2459859  1.09867007 0.56094684 4.46639455],1
646,[0.21734891 1.40237245 0.50526906 6.4521716 ],1
647,[0.33200527 1.86424508 1.01165104 5.61510693],1
648,[0.27119037 1.07405014 0.34530832 3.96050252],0
649,[0.275      0.88455528 0.47963931 3.21656465],1
650,[0.2060785  0.98256868 0.4584754  4.76793402],1
651,[0.35037367 0.86693512 0.63092903 2.47431583],0
652,[0.20401792 0.85120812 0.27710615 4.17222242],1
653,[0.20634921 1.         0.46123326 4.84615385],1
654,[0.26628963 0.98080573 0.43140892 3.68322918],1
655,[0.2118034  0.92371114 0.46470393 4.36117242],1
656,[0.23533711 0.97388278 0.56309733 4.13824563],1
657,[0.33500172 0.91198039 0.64270567 2.72231552],1
658,[0.21487302 0.9085745  0.45104245 4.22842529],1
659,[0.315048   0.92595868 0.39768119 2.93910349],1
660,[0.296875   1.01597746 0.53826106 3.42223988],0
661,[0.24912216 0.88471561 0.43063813 3.55133248],1
662,[ 0.09621955  1.0957358   0.37642957 11.38787101],1
663,[0.19825511 1.12485648 0.52295201 5.67378307],1
664,[0.20027822 0.82366186 0.30476033 4.11258818],1
665,[0.23314332 1.0546778  0.50992576 4.5237315 ],1
666,[0.17751444 1.04497217 0.36448308 5.88668816],1
667,[0.24098686 1.05909523 0.55315174 4.39482571],1
668,[0.28027532 1.02468359 0.61537878 3.65598931],1
669,[0.21539138 1.07543472 0.378862   4.99293292],1
670,[0.19196429 0.8909366  0.38538886 4.64115813],1
671,[0.25150417 1.34741516 0.55336323 5.35742669],1
672,[0.24537934 1.01171361 0.46311631 4.12305942],1
673,[0.28089888 1.12448336 0.516129   4.00316077],1
674,[0.17905338 0.99012399 0.37204651 5.5297698 ],1
675,[0.19727882 0.839381   0.30649007 4.25479531],1
676,[0.24980677 0.90364225 0.32918355 3.61736502],1
677,[0.1888637  0.75517455 0.4485219  3.99851607],1
678,[0.2118034  0.82756353 0.30205754 3.90722499],1
679,[0.2247191  0.97893843 0.37652498 4.35627601],1
680,[0.33116643 1.07316717 0.46508589 3.24056747],1
681,[0.36484515 1.93176718 0.73777498 5.29475916],1
682,[0.27246425 0.93641218 0.58081437 3.4368258 ],1
683,[0.30183146 1.15497954 0.54188896 3.82657108],1
684,[0.25208866 1.40348842 0.55548873 5.56743982],1
685,[ 0.3562855   5.42888198  0.91185914 15.23744873],1
686,[0.21965219 1.11303575 0.44485045 5.06726442],1
687,[0.29990809 0.75723611 0.34822919 2.52489394],1
688,[0.22195713 1.1399859  0.41353084 5.13606334],1
689,[0.2518112  0.9824257  0.51779467 3.90143764],1
690,[0.20673077 0.92032066 0.46382853 4.45178363],1
691,[0.16896454 0.94909601 0.34756575 5.61713117],1
692,[0.29651634 0.90771715 0.53748049 3.0612719 ],1
693,[0.2244898  0.79134156 0.36066942 3.52506696],1
694,[0.16073913 1.09451652 0.3403373  6.80927249],1
695,[ 0.39796451  5.64787062  0.52630759 14.19189512],1
696,[0.19988112 1.16411492 0.38898411 5.82403631],1
697,[0.20512821 0.98960016 0.48491812 4.82430076],1
698,[0.5240311  0.75091156 0.1267639  1.43295229],1
699,[0.17370546 1.32011523 0.37697283 7.59973368],1
700,[0.19565217 0.93503542 0.46411567 4.77906991],1
701,[0.2504953  1.10723198 0.40676974 4.42017068],0
702,[0.29637671 1.02353375 0.65091607 3.45348916],0
703,[0.26335002 0.96405805 0.44871697 3.66074799],1
704,[0.19387755 1.11475089 0.45528774 5.74976773],1
705,[0.27102839 1.11780921 0.42545068 4.12432521],1
706,[0.23658293 0.93913276 0.38471542 3.96957113],0
707,[0.24155145 0.98330017 0.60016523 4.07076905],0
708,[0.25006371 0.99444761 0.50952142 3.97677701],1
709,[0.31345853 1.00847254 0.56140657 3.21724387],1
710,[0.24110876 1.10097618 0.45385539 4.56630511],0
711,[0.22303833 0.97737996 0.39584267 4.38211661],1
712,[0.14000656 0.93969836 0.35136156 6.71181649],1
713,[0.23820507 0.95795369 0.42649342 4.02155033],1
714,[0.19200715 0.92589401 0.44632985 4.82218499],1
715,[0.28684928 0.9057991  0.55837564 3.1577527 ],1
716,[0.15753971 0.94618583 0.39781872 6.0060146 ],1
717,[0.1412699  1.03118742 0.34958924 7.29941353],1
718,[ 0.06135065  0.95606455  0.02223577 15.58360939],1
719,[0.18131731 0.94200317 0.40075439 5.19532954],1
720,[0.175      0.8666052  0.35846034 4.95202971],1
721,[0.17127783 0.9456834  0.39588781 5.52134161],1
722,[0.29058461 1.02756104 0.55946731 3.53618535],1
723,[0.22303833 0.98955858 0.40469684 4.43671984],1
724,[0.24748737 1.11665285 0.50008907 4.51195889],1
725,[0.24951315 1.06066016 0.38363626 4.25091896],0
726,[0.26607604 1.15427224 0.43006188 4.33812923],0
727,[0.25       1.03829127 0.48677649 4.15316508],0
728,[0.19611614 1.10300377 0.38616132 5.62423757],0
729,[0.26865988 1.03584405 0.69675371 3.85559637],0
730,[0.21969736 1.03829127 0.44336964 4.72600697],0
731,[0.41192445 1.10159594 0.51729579 2.67426698],0
732,[0.22561758 1.12304769 0.38427586 4.97766028],0
733,[0.29736837 1.07175028 0.48193415 3.60411654],0
734,[0.2444506  1.15427224 0.48264554 4.72190397],0
735,[0.18927286 1.10982305 0.35218568 5.86361425],1
736,[0.23128651 1.05266716 0.44454823 4.55135555],0
737,[0.3304093  1.09297512 0.53266455 3.30794291],0
738,[0.28240453 1.02458466 0.50875311 3.6280744 ],0
739,[0.2        1.25234367 0.39618    6.26171835],1
740,[0.23583813 1.14165266 0.3964858  4.84083153],1
741,[0.29736837 1.01812835 0.41417263 3.423795  ],0
742,[0.25295687 1.08376936 0.43337785 4.28440378],0
743,[0.21374116 1.14523918 0.50707064 5.35806579],1
744,[0.28851563 1.08537621 0.47481027 3.76193206],0
745,[0.30960646 1.12304769 0.39931863 3.62733932],1
746,[0.26607604 1.18453581 0.38706958 4.45186952],0
747,[0.333681   1.07501646 0.5365756  3.22168913],0
748,[0.33554985 1.05838901 0.59876601 3.15419312],1
749,[0.17177668 0.98784009 0.37053598 5.75072278],1
750,[0.22172593 0.94749277 0.46430984 4.27326094],1
751,[0.26188373 1.         0.56323059 3.81848847],1
752,[0.22460448 1.12294256 0.27795497 4.99964449],1
753,[0.25       0.9765792  0.68717429 3.90631679],1
754,[0.33431688 1.05475117 0.47264795 3.15494443],1
755,[0.24051808 0.89298029 0.54867005 3.7127367 ],1
756,[0.21689502 1.         0.37309627 4.61052545],1
757,[0.2368034  1.10925796 0.70299725 4.6842991 ],1
758,[0.25643529 1.05011183 0.41037454 4.0950364 ],1
759,[0.23022108 1.21997353 0.50024136 5.29913899],1
760,[0.26171197 1.0994469  0.43609429 4.20098062],1
761,[0.21428571 1.         0.37170305 4.66666667],1
762,[0.22333012 0.86638284 0.34960879 3.87938197],1
763,[0.28243323 1.03940485 0.32754531 3.68017898],1
764,[0.35165962 1.0774261  0.46896667 3.06383229],1
765,[0.27883005 1.13852252 0.4713792  4.08321314],1
766,[0.21075226 0.91510273 0.45639539 4.34207795],0
767,[0.22222222 0.7418802  0.3689155  3.33846091],1
768,[0.27304849 1.16487654 0.61927445 4.26618927],0
769,[0.2118034  0.79046757 0.46470393 3.73208161],1
770,[0.23533711 0.88653487 0.56309732 3.76708491],0
771,[0.23642577 1.         0.36934191 4.22965736],1
772,[0.2184329  1.01741733 0.45815405 4.65780269],0
773,[0.22709319 1.28235888 0.66085682 5.6468399 ],1
774,[0.18867925 1.07656923 0.44898108 5.7058169 ],0
775,[0.19900745 0.84567798 0.45059552 4.2494791 ],1
776,[0.19877675 0.84588991 0.45009645 4.25547701],1
777,[0.20453327 1.05159891 0.4549117  5.14145652],0
778,[0.24254532 2.37373451 0.57804221 9.78676681],1
779,[0.29807376 2.28708747 0.83763988 7.67289092],1
780,[0.5        1.77688019 0.81475928 3.55376039],1
781,[0.42443735 1.66090964 0.89507832 3.91320327],1
782,[0.3125     1.5716505  0.40348482 5.0292816 ],0
783,[0.43573883 1.65529461 0.62709942 3.79882277],1
784,[0.56568543 1.71247905 0.68751774 3.02726387],1
785,[0.28571429 1.37464736 0.51126251 4.81126576],1
786,[0.29807376 1.74819328 0.7977221  5.86496868],1
787,[0.32879796 2.         0.625289   6.08276272],1
788,[ 0.20708106  2.236068    0.51418937 10.79803229],1
789,[0.50653609 1.49147232 0.55878771 2.9444542 ],0
790,[0.17727334 1.65118592 0.39908146 9.31435002],1
791,[0.3721042  1.34218882 0.53006779 3.60702407],1
792,[0.41099746 1.41421355 0.55878771 3.44093018],0
793,[0.44016269 1.49357596 0.64152574 3.39323615],1
794,[0.29936652 1.14759597 0.51198324 3.83341457],0
795,[0.25218001 1.16205097 0.41553998 4.60802169],0
796,[0.30236134 1.17129293 0.52021082 3.87381839],0
797,[0.28358903 1.25124374 0.54158087 4.4121726 ],0
798,[0.34156661 1.05617916 0.62627397 3.09216165],0
799,[0.24590164 1.29026604 0.42879654 5.24708189],1
800,[0.32990739 1.13687216 0.47063132 3.44603429],0
801,[0.25275356 1.08526519 0.47122668 4.29376807],1
802,[0.5        1.07015275 0.40218732 2.14030549],0
803,[0.26996538 1.6018027  0.53338049 5.93336328],0
804,[0.2494034  1.13717233 0.533859   4.55957031],1
805,[0.21013709 1.01242929 0.46413789 4.81794667],1
806,[0.16249409 1.0570348  0.34749088 6.50506612],1
807,[0.29584329 1.10092056 0.67803781 3.72129637],1
808,[0.2716265  1.0873113  0.62286984 4.00296477],1
809,[0.2850391  0.99372253 0.52030936 3.48626745],1
810,[0.26032325 1.09346897 0.66542647 4.20042769],1
811,[0.25277154 0.84533561 0.58226712 3.34426738],1
812,[0.20401792 1.07636289 0.53215577 5.27582531],1
813,[0.23563548 1.1100125  0.53795205 4.71071888],1
814,[0.32652357 0.91455674 0.60308365 2.80089042],1
815,[0.21920839 1.11243098 0.52988354 5.07476454],1
816,[0.25531915 1.0960466  0.47234092 4.29284917],1
817,[0.34201773 0.76643953 0.46939578 2.24093508],1
818,[0.29062724 0.84999003 0.50029174 2.92467429],1
819,[0.30782153 0.93122224 0.41035992 3.02520181],1
820,[0.24492349 0.92966706 0.54576626 3.79574473],1
821,[0.23424838 1.11837618 0.548184   4.77431768],1
822,[0.22636956 1.09665659 0.36207829 4.84454082],1
823,[0.26270978 1.09118516 0.66515351 4.15357645],1
824,[0.33414182 1.04693993 0.65417205 3.13322026],1
825,[0.22222222 1.08675414 0.55868488 4.89039362],1
826,[0.34772658 1.08277367 0.64971402 3.11386514],1
827,[0.2479002  1.07405211 0.57405126 4.33259871],1
828,[0.2349696  1.20168352 0.3592634  5.11420843],1
829,[0.26263966 1.1179089  0.4389382  4.25643598],1
830,[0.2704357  0.92355404 0.48018443 3.41505965],1
831,[0.30920828 0.94659584 0.59499257 3.06135342],1
832,[0.30017555 0.90886498 0.52638988 3.02777819],0
833,[0.28232832 0.9878137  0.53065688 3.49881195],0
834,[0.23549846 0.97965257 0.57208036 4.1599107 ],0
835,[0.27192982 0.96704006 0.33462071 3.55621184],0
836,[0.20634921 0.90373778 0.31026075 4.37965234],0
837,[0.27822604 1.04832835 0.35077186 3.76790165],0
838,[0.30662857 1.07906602 0.54577767 3.51913073],0
839,[0.29958549 0.98043245 0.54055259 3.27262992],0
840,[0.28722764 0.98825878 0.51455874 3.4406813 ],0
841,[0.22413793 0.85853284 0.38774318 3.83037728],0
842,[0.31313502 0.97965257 0.51744844 3.12853089],0
843,[0.27586207 0.97965257 0.53621144 3.55124056],0
844,[0.33116649 1.04684014 0.63491632 3.16106909],1
845,[0.31578947 0.95546702 0.5784554  3.02564557],1
846,[0.31622776 1.92353844 1.0583478  6.08276272],1
847,[0.3        1.01876918 0.5320145  3.39589726],1
848,[0.27777778 1.02774023 0.33619172 3.69986482],0
849,[0.2      1.       0.438736 5.      ],0
850,[0.29874605 1.02465026 0.56710445 3.42983705],1
851,[0.25      1.1284493 0.4270851 4.5137972],1
852,[0.27777778 1.10113579 0.33619172 3.96408884],0
853,[0.19900745 1.         0.45059552 5.02493763],1
854,[0.32432432 1.09582131 0.44483111 3.37878237],0
855,[0.34146341 1.08899337 0.44942573 3.18919487],0
856,[0.20973511 0.99199396 0.4456292  4.7297467 ],0
857,[0.28047881 1.05149677 0.4922104  3.74893483],0
858,[0.32597993 1.         0.61850249 3.06767356],0
859,[0.1547619  0.97612334 0.27737683 6.3072585 ],1
860,[0.22970989 0.92057977 0.57447984 4.00757576],0
861,[0.2195122  1.08899337 0.54588829 4.9609698 ],0
862,[0.33984987 1.         0.48571055 2.94247573],0
863,[0.27659574 0.91944317 0.51885618 3.3241407 ],0
864,[0.21469947 1.03826352 0.39488561 4.83589237],0
865,[0.2892337  0.98400129 0.53537512 3.4020977 ],0
866,[0.23809524 0.93619739 0.38188277 3.93202905],0
867,[0.24359622 1.13351316 0.50759055 4.6532461 ],0
868,[0.2105799  1.04968181 0.55595308 4.98471985],1
869,[0.34482759 1.09119481 0.63669067 3.16446496],0
870,[0.26121886 1.27648094 0.46691431 4.88663395],1
871,[0.229886   1.10591874 0.45218083 4.8107268 ],0
872,[0.23128651 1.03291463 0.3656554  4.46595269],1
873,[0.24359622 1.         0.54706421 4.10515401],1
874,[0.26559698 1.25202533 0.52140438 4.71400441],1
875,[0.25997348 1.13656777 0.34856588 4.37186039],1
876,[0.20833333 0.61920893 0.45726105 2.97220287],1
877,[0.2190923  1.05910674 0.57026485 4.83406648],0
878,[0.34705371 1.23634249 0.62845486 3.56239529],1
879,[0.27264527 1.12651473 0.48421692 4.13179636],1
880,[0.21157211 0.93260518 0.36220875 4.40797788],0
881,[0.25815499 0.93122224 0.5752849  3.60722156],0
882,[0.20984587 0.85776983 0.43231059 4.08761829],0
883,[0.17795314 0.95401309 0.57599432 5.3610355 ],0
884,[0.15027616 1.         0.31158195 6.65441561],1
885,[0.20754717 0.9210267  0.49511779 4.43767411],0
886,[0.21420896 0.92210825 0.35346501 4.3047137 ],0
887,[0.23533711 0.97476855 0.56309732 4.14200957],1
888,[0.2123716  1.05638546 0.48410894 4.97423126],1
889,[0.24390912 1.         0.57269394 4.09988769],0
890,[0.28577513 1.03531586 0.66585357 3.62283402],0
891,[0.27319999 0.84929666 0.65995238 3.1086994 ],0
892,[0.22497802 1.         0.37027656 4.44487858],1
893,[0.22222222 1.06358905 0.36891544 4.78615072],1
894,[0.23529964 1.         0.553567   4.24990017],1
895,[0.21075225 1.08375611 0.45228687 5.14232283],1
896,[0.23405383 0.85631832 0.35907646 3.65863835],1
897,[0.30681818 1.14030717 0.54937652 3.7165567 ],0
898,[0.24770754 1.16099917 0.45767308 4.68697555],1
899,[0.29089266 1.16401296 0.64808094 4.00152051],1
900,[0.26745625 1.3362156  0.46334141 4.99601551],0
901,[0.34615385 1.         0.66418197 2.88888889],0
902,[0.3485392  1.15941159 0.63501719 3.32648841],0
903,[0.35177532 1.20772469 0.63322194 3.43322743],0
904,[0.31871887 1.17665652 0.59987614 3.69183203],0
905,[0.35742608 1.16311668 0.65300943 3.25414608],0
906,[0.2867932  1.18217075 0.65301067 4.12203204],0
907,[0.29586073 1.10269052 0.70644313 3.7270594 ],1
908,[0.27675587 1.01014653 0.4625222  3.64995521],0
909,[0.21794389 0.90103195 0.40858864 4.13423818],1
910,[0.34285714 1.18100836 0.65620216 3.44460772],0
911,[0.28759569 0.90083054 0.51102775 3.1322811 ],0
912,[0.31937979 0.91424718 0.55612826 2.86257054],0
913,[0.29678821 0.90480521 0.53944358 3.04865617],0
914,[0.31303846 0.90490023 0.39755131 2.89069986],1
915,[0.35241908 0.85785736 0.65312871 2.43419669],0
916,[0.30970162 0.90922046 0.5288688  2.93579503],0
917,[0.32824334 0.88703199 0.533024   2.70236097],1
918,[0.30714757 0.94743509 0.5283636  3.08462505],0
919,[0.32814935 0.79646033 0.56035072 2.42712759],0
920,[0.24514518 0.77772462 0.41956431 3.17250632],1
921,[0.14251643 0.84901275 0.25984614 5.95729716],1
922,[0.24081049 0.83944214 0.26504892 3.48590358],1
923,[0.21604594 0.94280901 0.39122864 4.36392834],1
924,[0.16308988 0.97386081 0.35813162 5.97131342],1
925,[0.18692393 1.22990506 0.36039437 6.57970912],1
926,[0.34002165 1.31376126 0.65825978 3.86375765],1
927,[0.21354114 1.17599057 0.59381892 5.50709147],1
928,[0.20019408 1.04344251 0.47574136 5.21215467],1
929,[0.25114895 1.19579641 0.53518894 4.76130354],1
930,[0.25882417 1.07895832 0.68905227 4.16869225],1
931,[0.21621622 1.15860239 0.37098723 5.35853603],1
932,[0.20069242 1.27165866 0.59470441 6.33635629],1
933,[0.23533711 1.1764353  0.56102079 4.99893661],1
934,[0.24828765 0.97545172 0.72080557 3.92871621],1
935,[0.25514643 0.93268621 0.44231337 3.65549395],0
936,[0.2        0.88280881 0.3137716  4.41404404],0
937,[0.19616079 1.01026941 0.43840657 5.15021075],0
938,[0.21033957 1.         0.45193788 4.75421724],0
939,[0.20579894 0.90588357 0.43966344 4.40178927],0
940,[0.203125   0.94552906 0.30120372 4.65491227],0
941,[0.30682026 0.93789659 0.54481054 3.05682742],0
942,[0.1969697  0.9067072  0.30485611 4.60328269],0
943,[0.2        0.94163353 0.29271617 4.70816763],0
944,[0.29003528 0.93704259 0.54572497 3.23078832],0
945,[0.43265964 1.63723233 0.45962199 3.78411153],0
946,[0.42857143 1.61058614 0.65906149 3.75803432],0
947,[0.25326377 1.50677314 0.42339759 5.94942236],0
948,[0.42426407 1.50136793 0.61980189 3.53875814],1
949,[0.32334797 1.74975031 0.44537541 5.41135391],0
950,[0.31395349 1.55506123 0.60083221 4.953158  ],0
951,[0.31939565 1.45256367 0.43482292 4.54785055],0
952,[0.3025657  1.49517325 0.40087044 4.94164828],0
953,[0.32685447 1.55784626 0.59330582 4.76617702],0
954,[0.36504068 1.46982123 0.47649362 4.02645875],0
955,[0.38096574 1.55911815 0.71931801 4.09254159],0
956,[0.35355339 1.67508028 0.7153864  4.7378425 ],0
957,[0.35355339 1.56152372 0.49094021 4.41665605],0
958,[0.24840131 1.43163079 0.41838829 5.76337858],0
959,[0.43439754 1.6275791  0.43989549 3.7467503 ],0
960,[0.30920828 1.59025871 0.39208439 5.14300164],1
961,[0.24453623 0.93899358 0.54849414 3.83989559],0
962,[0.33150182 1.08105703 0.46593739 3.26108926],0
963,[0.25643529 1.01232163 0.55898666 3.94766899],0
